MusteriKodu,MusteriBolge,OrtalamaHarcamaTutari,KuverSayisi,MusteriTabelaAdi,MusteriCesidi,lat,lng,MapProfileScore,MapPopulationScore,Mapin Segment, url
702768,ATAŞEHİR,500-999 TL,0-99,HADİ BAKALIM,Yeni Nesil Meyhane,"40,9925381","29,1208145","77,464","50,0476",R4-B,https://maps.google.com/?cid=3632342120871104705
700169,ATAŞEHİR,500-999 TL,100-199,WOOD KEBAP ,Kebap,"40,9995155","29,0984458","77,4584","76,4706",R2-B,https://maps.google.com/?cid=12786441182296721805
702022,KADIKÖY,2.000+ TL,0-99,CEM YAT,Tekne-Event Hall-Catering,"40,9697908","29,036513","77,4253","64,3725",D3-B,https://maps.google.com/?cid=3913934762453157615
100000917,KADIKÖY,500-999 TL,200-399,FİL ŞAŞKINBAKKAL,Modern Pub & Bistro,"40,9636207","29,0758657","77,3749","90,4254",D1-B,https://maps.google.com/?cid=13513447071802909584
908220,KADIKÖY,500-999 TL,100-199,FİL MUTFAK,Modern Pub & Bistro,"40,98673200","29,02550500","77,3717","78,5632",D2-B,https://maps.google.com/?cid=17773083150461223802
433328,KADIKÖY,0-499 TL,0-99,LAL,Modern Pub & Bistro,"40,9866745","29,0267402","77,3542","78,5247",D2-B,https://maps.google.com/?cid=17493539339286277356
714860,KADIKÖY,500-999 TL,0-99,CHEERZ CADDEBOSTAN  ,Kokteyl Bar,"40,96705816","29,06332254","77,3016","64,4598",D3-B,https://maps.app.goo.gl/MAK9ycLmwiG5j8WMA
862148,KADIKÖY,500-999 TL,100-199,DİP DİSCO,Gece Kulübü,"40,9886315","29,0238861","77,2891","64,8254",D3-B,https://maps.google.com/?cid=16686259294361803026
883427,KADIKÖY,0-499 TL,0-99,KILÇIK,Modern Pub & Bistro,"40,990841","29,030612","77,2448","54,5899",D4-B,https://maps.google.com/?cid=9751107278069058577
965963,KADIKÖY,500-999 TL,200-399,BİTTABİ YENİ NESİL MEYHANE,Yeni Nesil Meyhane,"40,9657673","29,0671592","77,1675","77,8354",R2-B,https://maps.google.com/?cid=10128000037059463760
921406,KADIKÖY,500-999 TL,0-99,MIO PERLA ,Kokteyl Bar,"40,98201735","29,02327683","77,1526","65,6867",D3-B,https://maps.app.goo.gl/TKiyvQnVzvSgsHNDA
966849,KADIKÖY,0-499 TL,0-99,THE WALL,Modern Pub & Bistro,"40,9881832","29,0235853","77,1314","64,3014",D3-B,https://maps.google.com/?cid=4194602330834868493
1000017948,KADIKÖY,0-499 TL,100-199,SOKAK SUAVİ ,Modern Pub & Bistro,"40,989375","29,0299756","77,1292","65,2514",D3-B,https://maps.google.com/?cid=17534016804994571163
1000028603,KADIKÖY,0-499 TL,0-99,PENDOR,Modern Pub & Bistro,"40,989333","29,022439","77,129","77,5962",D2-B,https://maps.google.com/?cid=15282426130535651685
962093,KADIKÖY,0-499 TL,100-199,THE PUB,Modern Pub & Bistro,"40,9884768","29,028089","77,0969","65,0671",D3-B,https://maps.google.com/?cid=10275889789000245887
883961,KADIKÖY,0-499 TL,0-99,BLUE PUB,Modern Pub & Bistro,"40,988599","29,0276076","77,0953","78,5392",D2-B,https://maps.google.com/?cid=15441579489474257035
920842,KADIKÖY,0-499 TL,0-99,ŞARLO CAFE,Modern Pub & Bistro,"40,9903291","29,0272102","77,0819","64,8071",D3-B,https://maps.google.com/?cid=358756066883123947
701153,KADIKÖY,500-999 TL,0-99,AKŞAM,Geleneksel Meyhane,"40,9806471","29,024203","77,0744","63,3265",R3-B,https://maps.google.com/?cid=2318571941539323180
1000022611,KADIKÖY,0-499 TL,100-199,REBEL,Modern Pub & Bistro,"40,9900566","29,0271532","77,0601","64,6981",D3-B,https://maps.google.com/?cid=14936024994774919908
966196,KADIKÖY,500-999 TL,400+,İŞ BANKASI EMEKLİLER DERNEĞİ,Askeri Birlik-Sosyal Tesis,"40,98080480","29,03911520","77,0491","79,6933",R2-B,https://maps.app.goo.gl/o8ExCQuz6nuHjHyN8
964139,KADIKÖY,1.000 -1.999 TL,0-99,MONTENEGRO BALIK,Balık,"40,9601056","29,0835982","77,0274","65,012",R3-B,https://maps.google.com/?cid=10871467148428828130
716873,ATAŞEHİR,1.000 -1.999 TL,0-99,SİR WİNSTON,Modern Pub & Bistro,"40,99493930","29,11032950","76,9871","64,7779",D3-B,https://maps.app.goo.gl/4NJSWxXcij1bkxTB6
100000361,KADIKÖY,0-499 TL,100-199,THE WALL STREET,Modern Pub & Bistro,"40,9632418","29,075727","76,9315","77,2922",D2-B,https://maps.google.com/?cid=5637856685843771233
967802,ÜMRANİYE,500-999 TL,100-199,BEDRİ USTA EMAAR,Kebap,"41,0035588","29,0714606","76,93","80,0455",R2-B,"https://www.google.com/maps/place/Bedri+Usta/@41.0035496,29.0689182,17z/data=!3m2!4b1!5s0x14cac7de4c7d9035:0xe1db42326eca4fd1!4m6!3m5!1s0x14cac7efe189a285:0xfb357fe06fac89!8m2!3d41.0035496!4d29.0714931!16s%2Fg%2F11gmsbfv11?entry=ttu"
1000029041,ATAŞEHİR,0-499 TL,200-399,CHİNESE INN RESTURANT ,Modern Pub & Bistro,"40,9983628","29,1000744","76,7157","77,5823",D2-B,https://maps.google.com/?cid=15840251659804007067
805270,KADIKÖY,0-499 TL,0-99,WOODSTOCK,Modern Pub & Bistro,"40,9900081","29,027922","76,6178","77,5483",D2-B,https://maps.google.com/?cid=10867592478895766767
969895,KADIKÖY,0-499 TL,0-99,AKSİ MODA,Modern Pub & Bistro,"40,9855027","29,0264864","76,5671","65,9693",D3-B,https://maps.google.com/?cid=3134728327556088006
1000025805,KADIKÖY,500-999 TL,100-199,ARK BAR  ,Gece Kulübü,"40,9672874","29,0671425","76,5311","64,462",D3-B,https://maps.google.com/?cid=7020104029718192050
715713,ATAŞEHİR,500-999 TL,0-99,THE MUHTAR ,Yeni Nesil Meyhane,"40,99184216","29,10522133","76,4885","65,7521",R3-B,https://maps.app.goo.gl/yrFvvy4NMMpRtYLw9
715570,ÜSKÜDAR,1.000 -1.999 TL,0-99,SUNANIN YERİ,Balık,"41,07411511","29,05839834","76,391","56,7124",R4-B,https://maps.app.goo.gl/Fcms2rE9fvCehCcW7
879108,KADIKÖY,500-999 TL,0-99,KOLOMBO KEBAP,Kebap,"40,9820398","29,0229852","76,3094","75,8307",R2-B,https://maps.google.com/?cid=4537828093077855536
432462,ÜSKÜDAR,500-999 TL,100-199,İŞ BANKASI DERNEĞİ LOKALİ,Askeri Birlik-Sosyal Tesis,"41,019395","29,053726","76,3041","79,9983",R2-B,https://maps.google.com/?cid=3710357362637251800
1000026166,ATAŞEHİR,500-999 TL,100-199,MANGA SUSHI,Uzak Doğu Mutfağı,"40,9941478","29,1102","76,2469","64,4097",D3-B,https://maps.google.com/?cid=17725734309981963064
711409,KADIKÖY,500-999 TL,200-399,SİMYACI,Modern Pub & Bistro,"40,987835","29,0278014","76,1494","64,4761",D3-B,"https://www.google.com/maps/place/Simyacı+Şarlo/@40.9877851,29.0275577,20.17z/data=!4m12!1m5!3m4!2zNDDCsDU5JzE2LjMiTiAyOcKwMDEnNDAuNSJF!8m2!3d40.9878529!4d29.0279019!3m5!1s0x14cab9974ae0f717:0xec9f4da5464c3765!8m2!3d40.987835!4d29.0278014!16s%2Fg%2F11stth6b37?entry=ttu"
961130,KADIKÖY,500-999 TL,0-99,OLİO CAFE,Modern Pub & Bistro,"40,9739846","29,0814663","76,1474","66,1549",D3-B,https://maps.google.com/?cid=1991800464516565839
714991,KADIKÖY,1.000 -1.999 TL,200-399,BİTTABİ,Yeni Nesil Meyhane,"40,96574170","29,06714771","76,0726","80,279",R2-B,https://maps.app.goo.gl/kKAqokrRzfaQG9aE9
715154,ÜMRANİYE,500-999 TL,0-99,Happy Moons Buyaka,Modern Pub & Bistro,"41,02641730","29,12813150","76,0486","53,7665",D4-B,https://maps.app.goo.gl/AknerVkRHvZju8H1A
432468,ÜSKÜDAR,0-499 TL,0-99,SELİMİYE ORDU EVİ,Askeri Birlik-Sosyal Tesis,"41,00865610","29,02031440","76,0127","67,0132",R3-B,https://maps.app.goo.gl/nr1tTzXN49uBuAmo7
944478,KADIKÖY,0-499 TL,0-99,AKSİ ACIBADEM,Modern Pub & Bistro,"41,0007302","29,0400954","75,9721","65,1293",D3-B,https://maps.google.com/?cid=14932835634486598639
711400,KADIKÖY,1.000 -1.999 TL,0-99,Pello Ocakbaşı,Kebap,"40,9593895","29,072899","75,8136","64,4071",R3-B,https://maps.google.com/?cid=7908756245577797042
1000011580,KADIKÖY,0-499 TL,400+,FENERBAHÇE DENİZCİLER GAZİNOSU,Askeri Birlik-Sosyal Tesis,"40,9677181","29,0320309","75,6587","94,2054",R1-B,"https://www.google.com/maps/place/Fenerbah%C3%A7e+D%2FG+%C4%B0stasyon+Komutanl%C4%B1%C4%9F%C4%B1/@40.9677181,29.029456,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab890fa3a2349:0x73700ac7588af01d!8m2!3d40.9677181!4d29.0320309!16s%2Fg%2F11g9m0gpqx?entry=ttu"
671385,KADIKÖY,0-499 TL,100-199,ZÜRİCH CAFE BAR,Modern Pub & Bistro,"40,9877314","29,0258039","75,5949","64,9004",D3-B,https://maps.google.com/?cid=8221801320905172583
1000025348,KADIKÖY,500-999 TL,0-99,LUNA LOUNGE,Yeni Nesil Meyhane,"40,9796676","29,0445773","75,5832","53,7906",R4-B,https://maps.google.com/?cid=14361790998638043913
669256,ATAŞEHİR,0-499 TL,100-199,VICTOR COFFEE & PUB,Modern Pub & Bistro,"40,976193","29,152312","75,4632","80,154",D2-B,https://maps.google.com/?cid=8905432808999835515
718339,KADIKÖY,2.000+ TL,100-199,REBORN COCKTAİL KİTCHEN,Kokteyl Bar,"40,96143750","29,08425730","75,4488","64,5238",D3-B,https://maps.app.goo.gl/WHYrWLPvf8WpuWTJ9
701033,ÜSKÜDAR,0-499 TL,100-199,Markus,Modern Pub & Bistro,"41,00247925","29,07082938","75,386","50,7233",D4-B,https://maps.app.goo.gl/dTzcVNdH3aZgAdkx8
1000021147,ATAŞEHİR,0-499 TL,0-99,BURGER PUB,Tekne-Event Hall-Catering,"40,9926314","29,1220825","75,3683","52,2673",D4-B,https://maps.google.com/?cid=8268615421352558442
717743,KADIKÖY,2.000+ TL,100-199,UZUNMASA,Geleneksel Meyhane,"40,96411550","29,07085830","75,279","64,6601",R3-B,https://maps.app.goo.gl/Jrv2qW4ybR2mUcGfA
944314,ATAŞEHİR,500-999 TL,0-99,MÜDAVİM OCAKBAŞI,Kebap,"40,992591","29,1208583","74,9186","64,5656",R3-B,https://maps.google.com/?cid=2128018065540348912
951292,ATAŞEHİR,0-499 TL,100-199,FAT BOY BAR GRILL,Gece Kulübü,"40,9980422","29,0984391","74,8532","65,2994",D3-B,https://maps.google.com/?cid=16177184138907395345
718353,KADIKÖY,1.000 -1.999 TL,200-399,SHOT SPORT  ,Modern Pub & Bistro,"40,95293710","29,09591610","74,8263","76,9381",D2-B,https://maps.app.goo.gl/RdTseXKhbeiiZTY87
839426,ATAŞEHİR,500-999 TL,100-199,LUİZ,Yeni Nesil Meyhane,"40,9912565","29,1054932","74,6792","66,635",R3-B,https://maps.google.com/?cid=5876114566884829288
1000028755,KADIKÖY,0-499 TL,0-99,KOZZBEER,Modern Pub & Bistro,"40,9759908","29,0963006","74,6612","52,7281",D4-B,https://maps.google.com/?cid=14786234566501455883
717919,KADIKÖY,1.000 -1.999 TL,100-199,BALIKÇI YILMAZ,Geleneksel Meyhane,"40,97810340","29,07842250","74,6565","64,4998",R3-B,https://maps.app.goo.gl/ZmSjoXwkAiwQw6vU6
718286,ATAŞEHİR,1.000 -1.999 TL,100-199,DELLA FAME,Fine Dining (D.Mutf-Şar.Evi),"40,99397420","29,12808090","74,6565","76,5184",D2-B,https://maps.app.goo.gl/EcJB68Q2t9A4YKiW8
718885,KADIKÖY,1.000 -1.999 TL,100-199,HEMDEM OCAKBAŞI,Kebap,"40,96917350","29,10086720","74,6565","64,6601",R3-B,https://maps.app.goo.gl/XNx3jy8uREaT7mBp8
943759,KADIKÖY,0-499 TL,0-99,RUSTİK CAFE BAR,Modern Pub & Bistro,"40,990218","29,030819","74,5886","53,6469",D4-B,https://maps.google.com/?cid=3035722317335407070
433421,KADIKÖY,0-499 TL,400+,F.B. ORDUEVİ,Askeri Birlik-Sosyal Tesis,"40,9714768","29,04441","74,4906","92,4733",R1-B,https://maps.google.com/?cid=17023019902091319839
964721,KADIKÖY,500-999 TL,200-399,CAPRİS CLUB,Gece Kulübü,"40,9915052","29,1054394","74,4528","74,9598",D2-B,https://maps.google.com/?cid=18122754626099693567
1000027412,ATAŞEHİR,500-999 TL,200-399,FUGA ATAŞEHİR,Yeni Nesil Meyhane,"40,9943212","29,1227428","74,3396","65,677",R3-B,https://maps.google.com/?cid=6399104832318095098
717259,KADIKÖY,500-999 TL,0-99,Brekkıe Croıssant,Modern Pub & Bistro,"40,98622003","29,03313495","74,102","52,4275",D4-B,https://maps.app.goo.gl/2bGHajwJhgPu7e5N8
718695,ATAŞEHİR,500-999 TL,0-99,X BOX,Gece Kulübü,"40,98518286","29,10790052","74,102","76,4027",D2-B,https://maps.app.goo.gl/GX5C64ymxjS9bQK4A
717564,ATAŞEHİR,0-499 TL,0-99,SNOP BURGER&PUB,Modern Pub & Bistro,"40,99378974","29,11082882","73,853","64,5399",D3-B,https://maps.app.goo.gl/RaWKG4egPxBm21Ch9
700567,ATAŞEHİR,0-499 TL,400+,MİLYON PERFORMANCE HALL,Gece Kulübü,"40,9939723","29,1107022","73,7378","74,7497",D2-B,https://maps.google.com/?cid=3238965501734740019
1000029621,ATAŞEHİR,0-499 TL,200-399,CAJUN WATERGARDEN  ,Modern Pub & Bistro,"40,9979398","29,0997487","73,6315","63,8618",D3-B,https://maps.google.com/?cid=8677228419436037041
1000022882,ÜSKÜDAR,0-499 TL,100-199,TİCKER DAZE ,Modern Pub & Bistro,"41,003936","29,0716763","73,5345","52,1873",D4-B,https://maps.google.com/?cid=1022396262282461230
700321,ÜMRANİYE,500-999 TL,0-99,ALA RESTAURANT,Kebap,"41,0052358","29,1323303","73,2636","74,8256",R2-B,https://maps.google.com/?cid=14504491569070736696
967277,KADIKÖY,500-999 TL,100-199,THE GRAY FOX,Modern Pub & Bistro,"40,95928168","29,08224081","72,9751","64,9216",D3-B,https://maps.app.goo.gl/s66LuxyFfq4uwp537
714351,KADIKÖY,2.000+ TL,400+,SHOT BAR,Modern Pub & Bistro,"40,95267360","29,09485480","71,62","93,3531",D1-B,https://maps.app.goo.gl/2Na7Yr5v21gGeSnP7
1000028455,KADIKÖY,500-999 TL,100-199,ADANA ÖZASMALI KEBAP,Kebap,"40,9536517","29,0949226","67,9002","91,1908",R1-C,https://maps.google.com/?cid=5495607863832802672
434406,KADIKÖY,0-499 TL,0-99,TARANTULA,Modern Pub & Bistro,"40,9886954","29,0237761","67,7134","78,758",D2-C,https://maps.google.com/?cid=9264718609936391069
433215,KADIKÖY,0-499 TL,100-199,YER FISTIĞI ,Modern Pub & Bistro,"40,9643135","29,0656064","67,7095","78,0887",D2-C,https://maps.google.com/?cid=15067575808171015490
854573,KADIKÖY,0-499 TL,0-99,BELFAST 2,Modern Pub & Bistro,"40,98654890","29,02565950","67,5678","52,389",D4-C,https://maps.app.goo.gl/vqTJsXhGTXnHVER68
433252,KADIKÖY,500-999 TL,200-399,EDA KEBAP,Kebap,"40,9681596","29,0953866","67,5448","65,0198",R3-C,https://maps.google.com/?cid=2138325331697250490
1000018936,ATAŞEHİR,500-999 TL,0-99,MUHABBET ET,Kebap,"40,9899651","29,14041","67,4439","65,4534",R3-C,https://maps.google.com/?cid=13737051132496733535
965941,KADIKÖY,500-999 TL,100-199,SIN NIGHT BY FİL,Modern Pub & Bistro,"40,9701299","29,0664112","67,4396","63,1534",D3-C,https://maps.google.com/?cid=1158189347676953217
836597,KADIKÖY,500-999 TL,0-99,AYVALIK FENERYOLU BALIKÇISI,Balık,"40,9773315","29,0472949","67,3694","77,9917",R2-C,https://maps.google.com/?cid=10436620294282966451
1000021983,ÜMRANİYE,500-999 TL,400+,MASAL SAHNE ATAŞEHİR ,Kebap,"40,9978085","29,1316974","67,3628","91,3508",R1-C,https://maps.google.com/?cid=6781696494527906565
708160,KADIKÖY,0-499 TL,0-99,VALHALLA ,Modern Pub & Bistro,"40,98752250","29,02687420","67,3483","65,3144",D3-C,https://maps.app.goo.gl/pvLm3nyTj1DsBawS9
924716,KADIKÖY,0-499 TL,0-99,DELA SERNA,Modern Pub & Bistro,"40,9900059","29,027728","67,3264","64,3043",D3-C,https://maps.google.com/?cid=5484012409152923048
811235,KADIKÖY,500-999 TL,100-199,ASIRLIK BALIK,Balık,"40,9893643","29,0242514","67,3115","77,8728",R2-C,https://maps.google.com/?cid=1586757907333588398
714522,KADIKÖY,1.000 -1.999 TL,100-199,HANGAR,Modern Pub & Bistro,"40,9533574","29,0950219","67,3017","65,4089",D3-C,"https://www.google.com/maps/place/Hangar+Bostanc%C4%B1/@40.9533614,29.0924416,17z/data=!3m1!4b1!4m6!3m5!1s0x14cac70193c73c03:0xbf91110d5a9cd2fe!8m2!3d40.9533574!4d29.0950219!16s%2Fg%2F11pzx7lk53?entry=ttu"
959774,KADIKÖY,500-999 TL,100-199,KAYIP LİMAN BALIKÇISI ,Balık,"40,99087589","29,02440946","67,2816","75,8618",R2-C,https://maps.app.goo.gl/tun9CgbPwg3xLoRt8
434194,KADIKÖY,500-999 TL,100-199,LİVANE RESTAURANT ,Geleneksel Meyhane,"40,9900709","29,0277517","67,1495","76,9542",R2-C,https://maps.google.com/?cid=623929097533463506
958558,ÜSKÜDAR,500-999 TL,100-199,LEZZET DİYARI,Kebap,"41,00717700","29,17847862","67,1188","64,7195",R3-C,https://maps.app.goo.gl/jkfCPVFhJPoebcef9
700408,KADIKÖY,1.000 -1.999 TL,0-99,HANİ Bİ MEYHANE,Geleneksel Meyhane,"40,9678383","29,066076","67,0005","63,4605",R3-C,https://maps.google.com/?cid=13498929843924492798
703693,KADIKÖY,,100-199,PABLO,Modern Pub & Bistro,"40,9896068","29,0261952","66,944","64,5423",D3-C,https://maps.google.com/?cid=4282433026629364372
848042,KADIKÖY,0-499 TL,0-99,İLK VAPUR,Modern Pub & Bistro,"40,9885516","29,0236141","66,9152","65,2391",D3-C,https://maps.google.com/?cid=14126799251352192305
433325,KADIKÖY,0-499 TL,0-99,TEACHERS,Modern Pub & Bistro,"40,9872453","29,0270336","66,8877","64,8138",D3-C,https://maps.google.com/?cid=2624662591285300759
433662,KADIKÖY,0-499 TL,100-199,ALİBABA BALIK,Balık,"40,9902716","29,0248479","66,8765","64,619",R3-C,https://maps.google.com/?cid=16495512878429016168
1000025433,KADIKÖY,0-499 TL,200-399,FİL ACIBADEM,Modern Pub & Bistro,"41,0027664","29,0437819","66,8752","76,7717",D2-C,https://maps.google.com/?cid=1820530138329230056
711210,KADIKÖY,500-999 TL,0-99,ZURICH BAR,Modern Pub & Bistro,"40,98769480","29,02574940","66,8182","65,6727",D3-C,https://maps.app.goo.gl/N3wCx6kufmAdvkNL7
898115,KADIKÖY,0-499 TL,0-99,WİZARD PUB,Modern Pub & Bistro,"40,9876354","29,0265625","66,7782","64,626",D3-C,https://maps.google.com/?cid=5549861267451989784
434239,KADIKÖY,500-999 TL,100-199,KHALKEDON RAKI BALIKEVİ,Balık,"40,9894596","29,024534","66,7458","90,5172",R1-C,https://maps.google.com/?cid=9808357860707321085
875940,KADIKÖY,0-499 TL,0-99,ZAHTER CAFE BAR,Modern Pub & Bistro,"40,989075","29,028056","66,7429","64,1317",D3-C,https://maps.google.com/?cid=3501364147043029685
1000010699,KADIKÖY,500-999 TL,100-199,PAVLONYA MEYHANESİ,Geleneksel Meyhane,"40,9896027","29,0260988","66,7399","65,2542",R3-C,https://maps.google.com/?cid=12626946240504517145
705334,KADIKÖY,,100-199,THE DOORS,Modern Pub & Bistro,"40,98802620","29,02708410","66,7314","65,0202",D3-C,https://maps.app.goo.gl/VWYvQHeJFSbhHTeA9
907324,KADIKÖY,500-999 TL,100-199,FİL PUB,Modern Pub & Bistro,"40,98760600","29,02594700","66,7178","63,7613",D3-C,https://maps.app.goo.gl/BXTSVw1jaDoxqJBE9
862533,KADIKÖY,500-999 TL,100-199,BENUSEN RESTAURANT,Geleneksel Meyhane,"40,9895483","29,0224171","66,7103","91,0489",R1-C,https://maps.google.com/?cid=11490494218398273779
933101,KADIKÖY,0-499 TL,100-199,YENİ AKDENİZ,Modern Pub & Bistro,"40,9890862","29,0224672","66,6525","65,1042",D3-C,https://maps.google.com/?cid=711022290583888647
955709,ATAŞEHİR,500-999 TL,0-99,KARACA BALIK EVİ,Balık,"40,9979056","29,0901331","66,6484","76,3489",R2-C,https://maps.google.com/?cid=17162773627801997304
433239,KADIKÖY,1.000 -1.999 TL,100-199,EVİM OCAKBAŞI,Kebap,"40,9531671","29,0951489","66,648","76,7811",R2-C,https://maps.google.com/?cid=6611232294308940979
954343,ATAŞEHİR,0-499 TL,200-399,GÖZDE KANAT,Kebap,"41,0042782","29,0935024","66,6425","65,5687",R3-C,https://maps.google.com/?cid=13486725389663063432
832622,KADIKÖY,0-499 TL,0-99,NEVA MEYHANE,Geleneksel Meyhane,"40,9891556","29,0239592","66,6327","64,6664",R3-C,https://maps.google.com/?cid=9103693260104403499
433336,KADIKÖY,500-999 TL,100-199,FLU PUB,Modern Pub & Bistro,"40,9860565","29,0264257","66,6139","62,9557",D3-C,https://maps.google.com/?cid=6339467236282218602
874217,KADIKÖY,2.000+ TL,100-199,PARK OCAKBAŞI,Kebap,"41,008951","29,039358","66,6112","64,1774",R3-B,"https://www.google.com/maps/place/Adana+Park+Ocakba%C5%9F%C4%B1+Bekir+Usta/@41.008951,29.039358,20z/data=!4m17!1m10!3m9!1s0x14cab93b1f930093:0x673095a1b3a99348!2sAdana+Park+Ocakba%C5%9F%C4%B1+Bekir+Usta!8m2!3d41.008951!4d29.039358!10e5!14m1!1BCgIYIg!16s%2Fg%2F11rpm0hckg!3m5!1s0x14cab93b1f930093:0x673095a1b3a99348!8m2!3d41.008951!4d29.039358!16s%2Fg%2F11rpm0hckg?entry=ttu"
896134,KADIKÖY,0-499 TL,100-199,SAKLI BAHÇE,Modern Pub & Bistro,"40,9887471","29,0240439","66,608","64,7049",D3-C,https://maps.google.com/?cid=12437810542875486701
885698,KADIKÖY,500-999 TL,0-99,PEHLİVAN RESTAURANT,Geleneksel Meyhane,"40,99402800","29,02557300","66,5461","64,2445",R3-C,https://maps.app.goo.gl/bD7HKmNuczYrDzcZ8
434087,KADIKÖY,0-499 TL,100-199,ÇİNİLİ CAFE,Modern Pub & Bistro,"40,9887916","29,0245441","66,5239","64,1289",D3-C,https://maps.google.com/?cid=4550599574729691870
1000020289,KADIKÖY,500-999 TL,100-199,ASIRLIK KEBAP,Kebap,"40,9892449","29,0243389","66,5172","75,9117",R2-C,https://maps.google.com/?cid=14912085647777513286
1000020551,KADIKÖY,0-499 TL,0-99,LE LAMA,Geleneksel Meyhane,"40,9943522","29,0253073","66,4896","64,6771",R3-C,https://maps.google.com/?cid=7973567631808164403
957998,KADIKÖY,0-499 TL,100-199,SOKAK BAR,Kokteyl Bar,"40,98594466","29,02586263","66,4778","75,2254",D2-C,https://maps.app.goo.gl/qWNhrGU1qRkS8uyVA
834120,KADIKÖY,500-999 TL,100-199,1A MEYHANESİ,Geleneksel Meyhane,"40,9550992","29,0946941","66,4744","65,19",R3-C,https://maps.google.com/?cid=10875639402225656976
823840,KADIKÖY,500-999 TL,0-99,FAYTON RESTAURANT,Geleneksel Meyhane,"40,99242501","29,02561200","66,4714","51,7396",R4-C,https://maps.app.goo.gl/jDzPDJmPVekwAQEr7
904583,KADIKÖY,0-499 TL,100-199,OBLOMOV,Modern Pub & Bistro,"40,988782","29,025674","66,4433","64,783",D3-C,https://maps.google.com/?cid=14731693510662379229
885865,KADIKÖY,500-999 TL,100-199,BAKKAL,Kokteyl Bar,"40,9861504","29,0258813","66,4146","75,9637",D2-C,https://maps.google.com/?cid=678856142510152159
434367,KADIKÖY,500-999 TL,200-399,BALIKADAMLAR SPOR KLUBU,Geleneksel Meyhane,"40,96403500","29,06705100","66,4012","76,4813",R2-C,https://maps.app.goo.gl/31R8Qv4yuTDiLZoZ9
909957,ÜMRANİYE,0-499 TL,0-99,FARİLYA RESTAURANT,Geleneksel Meyhane,"41,0211888","29,1189487","66,3645","64,7873",R3-C,https://maps.google.com/?cid=16089801822616039926
1000020663,KADIKÖY,0-499 TL,0-99,SAKIZ MEYHANESİ,Geleneksel Meyhane,"40,98943400","29,02704400","66,3545","63,579",R3-C,https://maps.app.goo.gl/HjKpQnCZQpmJVqV48
820109,KADIKÖY,500-999 TL,0-99,HACİ ALİ ET LOKANTASI,Kebap,"40,990963","29,0307636","66,3458","64,0968",R3-C,https://maps.google.com/?cid=6757208654383646007
701500,KADIKÖY,0-499 TL,0-99,FATHER COCKTAIL BAR ,Modern Pub & Bistro,"40,98946940","29,02433770","66,3437","64,6508",D3-C,https://maps.app.goo.gl/YpH2rPF62NE1cGYa8
1000026817,KADIKÖY,0-499 TL,0-99,LEYLEK  ,Modern Pub & Bistro,"40,9888595","29,0282885","66,343","63,9675",D3-C,https://maps.google.com/?cid=15025975940700955578
705613,ATAŞEHİR,500-999 TL,0-99,KİMENE OCAKBAŞI,Kebap,"40,97283887","29,11917351","66,3231","64,6767",R3-C,https://maps.app.goo.gl/4cedb9UFrwJVzXcX8
852791,KADIKÖY,0-499 TL,0-99,KUZEN SAHNE,Modern Pub & Bistro,"40,988888","29,0244319","66,3176","65,2505",D3-C,https://maps.google.com/?cid=5275898993788957756
719321,KADIKÖY,1.000 -1.999 TL,100-199,Bİ BUSE,Geleneksel Meyhane,"40,988888","29,0244319","62,2175","66,3336",R3-C,https://maps.google.com/?cid=5275898993788957756
884324,KADIKÖY,0-499 TL,0-99,E-5,Modern Pub & Bistro,"40,9884505","29,0235798","66,2786","64,7423",D3-C,https://maps.google.com/?cid=6100302015976291177
907981,KADIKÖY,0-499 TL,0-99,SCHLEPP,Modern Pub & Bistro,"40,9909976","29,0307835","66,273","63,5388",D3-C,https://maps.google.com/?cid=5986298084217684008
432457,ÜSKÜDAR,500-999 TL,100-199,Mülkiyeliler Derneği,Askeri Birlik-Sosyal Tesis,"41,0366462","29,0300554","66,2705","76,1614",R2-C,https://maps.google.com/?cid=2823274117019901973
970393,KADIKÖY,500-999 TL,0-99,DİZZY CLUB,Tekne-Event Hall-Catering,"40,99021467","29,02791804","66,2507","65,6591",D3-C,https://maps.app.goo.gl/JgJ4Uw5mVysrBSLP8
885306,KADIKÖY,0-499 TL,0-99,RİZELİLER DERNEĞİ,Askeri Birlik-Sosyal Tesis,"40,99360698","29,02567392","66,238","64,6381",R3-C,https://maps.app.goo.gl/qd8SD2mM7G5UgfyT9
703431,KADIKÖY,500-999 TL,100-199,KADIKÖY SOKAK DİSKO,Gece Kulübü,"40,9874673","29,0259148","66,2301","62,4801",D3-C,https://maps.google.com/?cid=9137137055315176965
1000026797,KADIKÖY,0-499 TL,0-99,RONİ,Modern Pub & Bistro,"40,99032100","29,02707700","66,2187","63,1922",D3-C,https://maps.app.goo.gl/rWVKU2JAc6shqHiL8
885247,KADIKÖY,500-999 TL,0-99,YER,Modern Pub & Bistro,"40,981544","29,0227054","66,2168","56,0926",D4-C,https://maps.google.com/?cid=14295404351488943936
948975,ÜSKÜDAR,500-999 TL,100-199,BEDRİ USTA,Kebap,"41,0675468","29,0659485","66,1895","89,2906",R1-C,https://maps.google.com/?cid=16025272307034596045
